event_time,event_type,wallet_value,cash,locked_stake
2026-04-04 16:09:37+00:00,resolution,1642.6822708417765,1631.7584203025137,10.92385053926263
2026-04-04 16:11:37+00:00,resolution,1656.8707203927727,1656.8707203927727,0.0
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,1605.1186816055897,51.75203878718309
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,1578.4730998448872,78.39762054788558
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,1544.9183660588524,111.95235433392031
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,1525.3329147062914,131.5378056864813
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,1503.0631469590767,153.807573433696
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,1445.338670520368,211.53204987240483
2026-04-04 21:00:00+00:00,entry,1656.870720392773,1279.6515984810908,377.21912191168207
2026-04-04 21:00:00+00:00,entry,1656.870720392773,1253.5608440345102,403.30987635826267
2026-04-04 21:00:00+00:00,entry,1656.870720392773,1227.4700895879296,429.4006308048433
2026-04-04 21:00:00+00:00,entry,1656.870720392773,1200.824507827227,456.0462125655458
2026-04-04 21:00:00+00:00,entry,1656.870720392773,1035.1374357879497,621.7332846048231
2026-04-04 21:00:00+00:00,entry,1656.870720392773,1015.5519844353887,641.3187359573841
2026-04-04 21:00:00+00:00,entry,1656.8707203927727,950.3549313157877,706.515789076985
