horizon_min,volume_bucket,n,mean_abs_isotonic_gap,std_abs_isotonic_gap,mean_signed_isotonic_gap,share_positive_isotonic_gap,decile_volume_min,decile_volume_max,mean_abs_gap_ci95_low,mean_abs_gap_ci95_high,rank_abs_gap_within_horizon,is_lowest_abs_gap_within_horizon,is_highest_abs_gap_within_horizon
360,Decile 10 (highest),537,0.02403620509751186,0.030341608741314897,-0.0071479242366054695,0.515828677839851,689942.2988790005,172972056.63332495,0.021469904457390748,0.026602505737632974,10,False,True
420,Decile 1 (lowest),517,0.010470437242090753,0.021339224791044317,-0.0030523039172952186,0.6344294003868471,88432.19110999956,98174.77404899996,0.008630981096955854,0.012309893387225651,6,False,False
420,Decile 2,517,0.009264025597389036,0.01877478290348051,-0.002458951365195969,0.6382978723404256,98201.25242799985,107855.96399199976,0.007645626141759573,0.010882425053018499,5,False,False
420,Decile 3,517,0.009089931986126032,0.019213971481428675,-0.002705994203710891,0.6441005802707931,107883.42173099988,119032.48381899927,0.007433674167013803,0.010746189805238261,4,False,False
420,Decile 4,517,0.008725060990853835,0.019977340643505176,-0.0006702856810197023,0.7098646034816247,119047.90504899972,133172.97355199963,0.007003000214514339,0.01044712176719333,3,False,False
420,Decile 5,517,0.007584862834897028,0.016589079998297375,0.0006458154159271144,0.7408123791102514,133220.28559299948,150872.7827400001,0.006154872502829806,0.00901485316696425,1,True,False
420,Decile 6,516,0.008095174438479512,0.017340655872875487,-0.001728699120122267,0.6918604651162791,150881.8531509996,175845.64462200005,0.0065989500128832215,0.009591398864075801,2,False,False
420,Decile 7,517,0.01088938786431084,0.021501873475053425,-0.002850893398120625,0.6479690522243714,175855.30056499952,221706.31489,0.00903591128852636,0.012742864440095321,7,False,False
420,Decile 8,517,0.015201947196662008,0.02452968583667844,-0.004612253110686845,0.5822050290135397,221737.99032400048,354011.2814490003,0.013087471071482277,0.017316423321841738,8,False,False
420,Decile 9,517,0.024715216465575774,0.03175764486292089,-0.00465992131567709,0.5164410058027079,355074.23200400017,705993.4442159995,0.02197768520236756,0.027452747728783988,9,False,False
420,Decile 10 (highest),517,0.025643071471034805,0.03067643903006009,-0.008822816397174128,0.4932301740812379,706428.3342010011,172972056.63332495,0.022998740909018236,0.028287402033051374,10,False,True
480,Decile 1 (lowest),496,0.009432099032054924,0.019995637194532838,-0.004940220608451039,0.125,88436.76449999989,97973.076203,0.0076723510278594005,0.011191847036250448,7,False,False
480,Decile 2,496,0.007994755818874249,0.018370170454778918,-0.005058479601425044,0.12903225806451613,97973.58892599998,107620.71272500003,0.0063780596125954355,0.009611452025153061,5,False,False
